movie_id,title,genre,year,popularity_score
M00158,Film 00158,Sci-Fi,1990,0.7794775407713289
M00159,Film 00159,Romance,2021,0.6424832759955477
M00160,Film 00160,Thriller,2000,0.778996354578129
M00161,Film 00161,Comedy,2012,0.13455220841314708
M00162,Film 00162,Drama,2021,0.5360680359476373
M00163,Film 00163,Documentary,1991,0.5142228701904145
M00164,Film 00164,Comedy,1990,0.8575721441225576
M00165,Film 00165,Documentary,1990,0.46279936559351587
M00166,Film 00166,Romance,1995,0.3850894961003535
M00167,Film 00167,Thriller,1991,0.6395632712371101
M00168,Film 00168,Comedy,2018,0.26646331750084606
M00169,Film 00169,Documentary,2011,0.13976841095395687
M00170,Film 00170,Action,2024,0.4778772740237458
M00171,Film 00171,Romance,2018,0.416889368594885
M00172,Film 00172,Action,2023,0.2325699405288737
M00173,Film 00173,Drama,1998,0.367511810115128
M00174,Film 00174,Animation,2000,0.3663924498262474
M00175,Film 00175,Drama,2019,0.32749556441254546
M00176,Film 00176,Sci-Fi,1998,0.37946407972692897
M00177,Film 00177,Thriller,1992,0.6857433454559454
M00178,Film 00178,Comedy,2013,0.2968764745712853
M00179,Film 00179,Animation,2018,0.9488579267153404
M00180,Film 00180,Animation,2023,0.9163480195381779
M00181,Film 00181,Documentary,2022,0.4809104283000786
M00182,Film 00182,Sci-Fi,1994,0.3283612050046888
M00183,Film 00183,Documentary,2017,0.5354347898300031
M00184,Film 00184,Comedy,2019,0.8485604887736246
M00185,Film 00185,Animation,2014,0.652587340560102
M00186,Film 00186,Animation,2018,0.8043918279470774
M00187,Film 00187,Sci-Fi,2019,0.5327222760657402
M00188,Film 00188,Sci-Fi,2005,0.6329176292676207
M00189,Film 00189,Action,1991,0.2881556141824617
M00190,Film 00190,Documentary,2005,0.7348931623102908
M00191,Film 00191,Comedy,1997,0.20240459312571835
M00192,Film 00192,Romance,1993,0.6947981288184982
M00193,Film 00193,Thriller,1994,0.8607190683258941
M00194,Film 00194,Animation,2014,0.13210283730154393
M00195,Film 00195,Thriller,2007,0.6143797405419198
M00196,Film 00196,Drama,2008,0.0950957482299346
M00197,Film 00197,Romance,2016,0.7257156282714269
M00198,Film 00198,Comedy,2009,0.08449321882352023
M00199,Film 00199,Comedy,2012,0.935939822700626
M00200,Film 00200,Action,1993,0.13740793003780216
